group,TV ABERTA
ext,TV MANCHETE 2,https://stmv1.srvif.com/penasd/penasd/chunklist_w1994239603.m3u8
ext,TV CHANNEL NETWORK,https://serv.tvchannel.videovox.pw/serv-tvchannel/serv-tvchannel/playlist.m3u8
ext,REDE UTV,https://srv4.zcast.com.br/redetvoficial/redetvoficial/playlist-480p.m3u8
ext,BS TV,https://596639ebdd89b.streamlock.net/tvonline/tvonline/playlist.m3u8
ext,ADESSO TV,https://cdn.jmvstream.com/w/LVW-9715/LVW9715_12B26T62tm/playlist.m3u8
ext,TV SUL BAHIA,https://a.cdni.live/radiomultimidia/radiomultimidia/chunklist_w1711981393.m3u8
ext,WEB TV CINE,https://stmv1.vhcast.com/tvcine/tvcine/chunklist_w1852439177.m3u8
ext,TV WEB GUAREI TWG,https://stmv1.vhcast.com/tvcine/tvcine/playlist.m3u8
ext,TVI VILA IMPERIAL,https://59f1cbe63db89.streamlock.net:1443/tvvaledasartes/_definst_/tvvaledasartes/playlist.m3u8
ext,TV MAIS BRASIL,https://srv5.zcast.com.br/tvmaisbrasil/tvmaisbrasil/playlist.m3u8
ext,TELE WEB TV,https://video02.kshost.com.br/acessweb7837/acessweb7837/playlist.m3u8
ext,TV SINGULAR,https://stmv.video.expressolider.com.br/tvsingularsat/tvsingularsat/playlist.m3u8
ext,CANAL SMART,https://5a57bda70564a.streamlock.net/smart/smart.sdp/playlist.m3u8
ext,TV PONTA DA SERRA,https://stmv.jnbhost.com.br/tvpontadaserra/tvpontadaserra/playlist.m3u8
ext,TV LIBERDADE,https://srv1.paineldevideo.com/liberdaderadioetv/liberdaderadioetv/playlist.m3u8
ext,SUL TV,https://5cf4a2c2512a2.streamlock.net/sultv/sultv/playlist-480p.m3u8
ext,WEB TV XTREME,https://stmv1.voxtvhd.com.br/xtremetv/xtremetv/playlist.m3u8
ext,TV POMBAL,https://stmv1.srvif.com/tvpombal/tvpombal/playlist.m3u8
ext,NOVA GAZETA TV,http://video02.kshost.com.br/sueli3485/sueli3485/playlist.m3u8
ext,TV ALIANCA CATARINENSE,https://video01.logicahost.com.br/tvalianca/tvalianca/playlist.m3u8
BSTV.bg,BSTV ONLINE,https://livefocamundo.com:8081/bs-tvonline/index.m3u8
ext,SEVEN TV,https://videodj.fm5.com.br:19360/seventv/seventv.m3u8
ext,SAT TV WEB,https://stmv3.samcast.com.br/eliasdossantos1146/eliasdossantos1146/chunklist_w1034085125.m3u8
ext,TV NORDESTE,https://cdn.jmvstream.com/w/AVJ-10557/playlist/playlist.m3u8
ext,VILA TV,https://596639ebdd89b.streamlock.net/8072/8072/playlist.m3u8
ext,TV CIDADE OESTE,http://radios.primedata.com.br:5080/LiveApp/streams/872258137935361699746456.m3u8?token=undefined
ext,VV8 TV,https://video01.kshost.com.br/seap8272/seap8272/playlist.m3u8
ext,PPZ TV,https://5c483b9d1019c.streamlock.net/8058/8058/chunklist_w1002170053.m3u8
ext,SOU TV,https://video01.kshost.com.br:4443/tiago4725/tiago4725/playlist.m3u8
ext,TV MAX,https://59f1cbe63db89.streamlock.net:1443/tvmax/_definst_/tvmax/playlist.m3u8
ext,TV OPCAO,https://srv5.zcast.com.br/wladimyr7277/wladimyr7277/playlist.m3u8
ext,TV CORDEIRO,https://stmv2.voxtvhd.com.br/tvcordeiro/tvcordeiro/playlist.m3u8
ext,REDE CAXIAS TV,https://stmv1.srvstm.com/luis5346/luis5346/playlist.m3u8
ext,CANAL TV RIO,https://59f2354c05961.streamlock.net:1443/canaltvrio/_definst_/canaltvrio.smil/playlist.m3u8
ext,TV METROPOLITANA RIO,https://alanza.iptv2022.com/METROPOLITANA_RIO/index.m3u8
ext,TV CAPITAL 777,http://wse01.logicahost.com.br:1935/tvcapital/_definst_/tvcapital/playlist.m3u8
ext,CLASSIQUE TV,https://stmv1.srvif.com/classique/classique/chunklist_w1919154997.m3u8
ext,CLASSIQUE TV 2,https://stmv1.srvif.com/classiquetv1/classiquetv1/playlist.m3u8
ext,CLASSIQUE TV WESTERN,https://stmv1.srvif.com/classiquew/classiquew/chunklist_w1999699286.m3u8
Channel1.il,Channel 1,https://stmv1.srvif.com/channel1/channel1/playlist.m3u8
ext,WEB TV PROGRESSO,https://novo.bitstreaming.info:443/oprogressotvstation/oprogressotvstation/playlist-480p.m3u8
ext,REDE QUE DEMAIS,https://video01.logicahost.com.br/tvkidmais/tvkidmais/chunklist_w2073176681.m3u8
ext,TV QUE DEMAIS,https://59f1cbe63db89.streamlock.net:1443/tvkidmais/_definst_/tvkidmais/playlist.m3u8
ext,Q TAL CHANNEL,https://video01.logicahost.com.br/qtalchannel/qtalchannel/playlist.m3u8
ext,BLITS TV,https://video01.logicahost.com.br/blitstv/blitstv/playlist.m3u8
ext,TRIBUNA REGIONAL WEB TV,https://novo.bitstreaming.info:1936/8132/8132/playlist.m3u8
ext,TV DESTAK,https://59f2354c05961.streamlock.net:1443/pascoal/_definst_/pascoal/playlist-480p.m3u8
ext,ASCAME,https://livefocamundo.com:8081/ascametv/index.m3u8
ext,TV CONTROLES,https://livefocamundo.com:8081/tvcontroles/index.m3u8
ext,TV RIO GRANDE,https://stmv1.srvif.com/tvriogrande/tvriogrande/playlist.m3u8
ext,JPL TV,https://streaming.jplproducoes.com.br/JPL1/video.m3u8
ext,TV CARAVELAS,https://59f1cbe63db89.streamlock.net:1443/tvcaravelas/_definst_/tvcaravelas/playlist.m3u8
ext,GHOST TV,https://stmv.video.expressolider.com.br/ghostv/ghostv/playlist.m3u8
ext,ELYTV,https://stmv1.srvsite.com/ely/ely/playlist.m3u8
ext,WEB TV OLHO DAGUA,https://stmv1.livevoxtv.com.br/webtv93/webtv93/playlist.m3u8
ext,WEB TV AGUA BOA,http://painelvj.com.br/tvaguaboa2/tvaguaboa2.sdp/chunklist.m3u8
ext,WTJ TV MINAS,https://video01.kshost.com.br/wladimir4773/wladimir4773/playlist.m3u8
ext,TV GAZETA BA,https://stmv1.srvif.com/tvnaza/tvnaza/playlist.m3u8
ext,TV PLANALTO NORTE,https://video01.logicahost.com.br/tvplanalto/tvplanalto/playlist.m3u8
ext,ELEMENTAL CHANNEL,https://5d82644094cc0.streamlock.net:443/8116/8116/playlist.m3u8
ext,TV MAX 90,https://cdn.jmvstream.com/w/AVJ-9778/playlist/playlist.m3u8
ext,BMTV,https://srv5.zcast.com.br/bmtv/bmtv/playlist.m3u8
ext,TV GRAMADO,https://video01.kshost.com.br:4443/tv4477/tv4477/playlist.m3u8
ext,DEMAIS TV,https://stmv1.samcast.com.br/demaistv6503/demaistv6503/playlist.m3u8
ext,NOVA TV AGROTOUR,https://video01.kshost.com.br/marcelo6682/marcelo6682/playlist.m3u8
ext,TV JUNDIAI HOJE,https://stmv3.samcast.com.br/rosanaa9913/rosanaa9913/playlist.m3u8
ext,CABO FRIO TV,https://59f2354c05961.streamlock.net:1443/ararutv/_definst_/ararutv/playlist.m3u8
ext,REDE WEB TV,https://serv3.videovox.pw/alexandre8915/alexandre8915/playlist.m3u8
ext,LAVRAS CE TV WEB,https://stmv1.srvstm.com/igor8605/igor8605/playlist.m3u8
ext,TV VERDES CAMPOS SAT,https://596639ebdd89b.streamlock.net/8124/8124/chunklist.m3u8
ext,TV DIVERSIDADE,https://stmv5.samcast.com.br/tvdiversidade/tvdiversidade/playlist.m3u8
ext,OESC TV,https://stmv1.samcast.com.br/gustavo8536/gustavo8536/playlist.m3u8
ext,RDTV DIGITAL,https://5d82644094cc0.streamlock.net/8144/8144/playlist.m3u8
ext,TV OPINIAO PLAY,https://livefocamundo.com:8081/opiniaoplay/index.m3u8
ext,TV EMPIRE NO AR,https://5d82644094cc0.streamlock.net/empiremagazinetv/empiremagazinetv/chunklist_w1336890723.m3u8
ext,TV PASSO FUNDO,https://5a57bda70564a.streamlock.net/tvpasso/tvpasso.sdp/playlist.m3u8
ext,TV IBATE,https://5eaa6849d0971.streamlock.net/8034/8034/playlist.m3u8
ext,TV CLUBE WEB,https://5c483b9d1019c.streamlock.net/8186/8186/playlist.m3u8
UTV.uk,UTV,https://59f2354c05961.streamlock.net:1443/utvtv/_definst_/utvtv/playlist.m3u8
ext,TV VIDA FORMOSA,https://stmv2.voxtvhd.com.br/vidafm/vidafm/playlist.m3u8
ext,TV SANTA,https://596639ebdd89b.streamlock.net/tvbela0982/tvbela0982/playlist.m3u8
ext,REDE SPTV,https://video01.logicahost.com.br/websptv/websptv/playlist.m3u8
ext,TV ALAGONET,https://stmv2.voxtvhd.com.br/alagonet/alagonet/playlist.m3u8
ext,MASTER SHOW TV,https://mastershowtv.videovox.pw/master6123/master6123/playlist.m3u8
ext,TV CAPITAL TERESINA,https://stmv3.samcast.com.br/tvcapitalteresina/tvcapitalteresina/playlist.m3u8
ext,TV ACE,https://stmv4.samcast.com.br/associacaocomercialeempresarialdecaraguatatuba9808/associacaocomercialeempresarialdecaraguatatuba9808/playlist.m3u8
VirginMediaOne.ie,TV 3,https://video01.logicahost.com.br/tv3tv/tv3tv/playlist.m3u8
ext,REDE NOVA TV,https://5d2c98775bafe.streamlock.net:443/8058/8058/playlist.m3u8
ext,TV A FOLHA,https://video01.logicahost.com.br/tvafolha/tvafolha/playlist.m3u8
ext,TELA VIVA TV,https://srv4.zcast.com.br/telavivatv/telavivatv/playlist.m3u8
ext,TV SERTAO PETROLINA,https://59f1cbe63db89.streamlock.net:1443/sertao/_definst_/sertao/playlist.m3u8
ext,DUNAS TV,https://5cf4a2c2512a2.streamlock.net/dunastv/dunastv/playlist.m3u8
ext,WEB TV AGROTOUR,https://video01.kshost.com.br/marcelo6682/marcelo6682/playlist.m3u8
ext,WTV BRASIL,https://stmv1.srvstm.com/wtvbrasil/wtvbrasil/playlist.m3u8
ext,VIRTUAL TV,https://59f1cbe63db89.streamlock.net:1443/mundotv2/_definst_/mundotv2/playlist.m3u8
ext,SANDEGI TV,https://video01.kshost.com.br/antonio9510/antonio9510/playlist.m3u8
ext,TV OSORIO NEWS,https://stmv1.srvstm.com/demo2573/demo2573/playlist.m3u8
ext,PLENA TV,https://cdn.jmvstream.com/w/LVW-9591/LVW9591_PmXtgATnaS/playlist.m3u8
ext,TV NAZARENA,https://stmv1.srvif.com/tvnaza/tvnaza/playlist.m3u8
ext,TV INFORBAHIA,https://59f1cbe63db89.streamlock.net:1443/tvinforbahia/_definst_/tvinforbahia/playlist.m3u8
ext,TV GALLO,https://5c483b9d1019c.streamlock.net/8202/8202/playlist-480p.m3u8
ext,RDC TV,https://596639ebdd89b.streamlock.net/datavideo01/datavideo01/playlist.m3u8
ext,URBAN TV,https://5ad482a77183d.streamlock.net/urbantvstreaminggmail.com/urbantvstreaminggmail.com/playlist.m3u8
ext,URBAN TV LIVE,https://video01.logicahost.com.br/urbantvlive/urbantvlive/chunklist_w2118431116.m3u8
ext,CANAL ITU TV,http://wse01.logicahost.com.br:1935/itutv/_definst_/itutv/playlist.m3u8
ext,TV DIGITAL BIRIGUI,http://wse01.logicahost.com.br:1935/tvdigitalbirigui/_definst_/tvdigitalbirigui/playlist.m3u8
ext,TV DIARIO DO SERTAO,http://painelvj.com.br/pdsertaotv/pdsertaotv.sdp/playlist.m3u8
ext,TV ITAPETININGA,https://stream01.msolutionbrasil.com.br/hls/tvitape/live.m3u8
ext,TCM 10,https://live.tcm10.com.br/tcm10hd/stream.m3u8
ext,CINE LIVRE 2,https://srv3.zcast.com.br/telavivatv/telavivatv/chunklist_w27166670.m3u8
ext,TV RIO MADEIRA,https://stmv1.srvif.com/tvriomadeira/tvriomadeira/playlist.m3u8
CFCF.ca,CTV,https://5d2c98775bafe.streamlock.net/8020/8020/playlist.m3u8
ext,TV NOVA ONDA,https://5c483b9d1019c.streamlock.net/8078/8078/chunklist_w616485768.m3u8
ext,TV SERRA VERDE,https://stmv6.srvstm.com/leandro9908/leandro9908/playlist.m3u8
ext,REDE TV SUL,https://novo.bitstreaming.info:1936/8032/8032/playlist.m3u8
ext,NOVA TV VALE,https://5b7f3c45ab7c2.streamlock.net/8016/8016/playlist.m3u8
ext,TV JORNAL DO NORDESTE,https://5cf4a2c2512a2.streamlock.net/jornaldonorteste/jornaldonorteste/playlist.m3u8
ext,NOVA BARREIRA WEB TV,https://5d82644094cc0.streamlock.net/8026/8026/chunklist_w1857902543.m3u8
ext,REDE TV MAIS,https://novo.bitstreaming.info:1936/8010/8010/playlist.m3u8
ext,WEB TV ENTORNO SUL,http://video02.kshost.com.br/manoel2072/manoel2072/playlist.m3u8
ext,TV UM,https://59f2354c05961.streamlock.net:1443/tvumdigital/_definst_/tvumdigital/playlist.m3u8
ext,TV IBIAPABANA,https://stmv1.duvoxtv.com.br/gamer/gamer/playlist.m3u8
ext,CONEXAO TV,https://5a57bda70564a.streamlock.net/conexaotv/conexaotv.sdp/chunklist-480p.m3u8
ext,TV NBN,https://cdn.jmvstream.com/w/LVW-8410/LVW8410_uiZOVm6vz1/playlist.m3u8
ext,REDE ENCAUCA,https://01.paineldevideo.com/encaucafm/encaucafm/playlist.m3u8
ext,GIRO TV NEWS,https://596639ebdd89b.streamlock.net/8096/8096/playlist.m3u8
ext,ALLEGRO WEB TV,https://livefocamundo.com:8081/allegrowebtv/index.m3u8
ext,ARARUNA TV,https://video01.logicahost.com.br/ararunatv/ararunatv/playlist.m3u8
ext,TV BOQUEIRAO,https://srv3.zcast.com.br/tvboqueirao/tvboqueirao/playlist.m3u8
ext,MASTER SHOW TV,https://serv2.videovox.pw/master1667/master1667/playlist.m3u8?wowzasessionid=933110662
ext,PORTAL NEWS WEB TV,https://stmv6.srvstm.com/portalnews/portalnews/playlist.m3u8
ext,CONECTA MAIS WEB TV,http://189.14.239.62:1935/webtv/livestream1/playlist.m3u8
ext,TV DESTAQUE NACIONAL,https://novo.bitstreaming.info:1936/tvdestaquenacional/tvdestaquenacional/playlist.m3u8
ext,TV MON,https://hls.brasilstream.com.br/live/tvmon/tvmon/mono.m3u8
ext,TV SOL COMUNIDADE,http://streaming03.zas.media:1935/tvsol/tvsol/playlist.m3u8
ext,CONECT TV,https://stream01.msolutionbrasil.com.br/hls/conectv/live.m3u8
ext,NOVA ERA TV,http://wz4.dnip.com.br/novaeratv/novaeratv.sdp/chunklist.m3u8
ext,TV ONIX,https://cdn-candiano-1114.ciclano.io:1443/candiano-1114/candiano-1114/playlist.m3u8
ext,TV J SID,https://livefocamundo.com:8081/tvjsid/index.m3u8
ext,TV MAR,https://virtues.es:1936/tvmar/tvmar/playlist.m3u8
ext,ALPHA CHANNEL,https://5b01a3d32b65c.streamlock.net:1936/tvalpha/tvalpha/playlist.m3u8
ext,TV PANTANAL,https://5e837408ea907.streamlock.net:1936/tvpantanalms/tvpantanalms/playlist.m3u8
ext,TV A PLATEIA,https://stmv1.samcast.com.br/kamal9663/kamal9663/playlist.m3u8
ext,TV 3 VIA,https://cdn.jmvstream.com/w/LVW-8529/LVW8529_S8HhwGeAQU/chunklist.m3u8
ext,BRAZITV,https://oj7lng29dg82-hls-live.5centscdn.com/lives/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8
ext,AISH TV BRASIL,https://srv2.zcast.com.br/elzemar/elzemar/playlist.m3u8
ext,CBTV NOW,https://oj7lng29dg82-hls-live.5centscdn.com/lives/f7b44cfafd5c52223d5498196c8a2e7b.sdp/index.m3u8
ext,TV CNB,https://livefocamundo.com:8081/tvcnb/index.m3u8
ext,TV CANDIDES,https://cdn.jmvstream.com/w/LVW-8067/ngrp:LVW8067_ZffQjxn7UC_all/chunklist.m3u8
ext,TV CARAGUA,https://cdn.jmvstream.com/w/AVJ-9779/playlist/playlist.m3u8
ext,TV GALEGA,https://cdn.jmvstream.com/w/LVW-8538/LVW8538_KBtZ9UMIZn/playlist.m3u8
ext,REDE METROPOLITANA,https://cdn.cdnseguro.com/metropolitana2/metropolitana2/playlist.m3u8
ext,TV ESTILO,https://596639ebdd89b.streamlock.net/estilo/estilo/playlist.m3u8
ext,ALL TV,https://cdn.jmvstream.com/w/AVJ-9086/playlist/playlist.m3u8
ext,AWC CHANNEL,https://59f1cbe63db89.streamlock.net:1443/abraao/_definst_/abraao/playlist.m3u8
ext,SBC TV,https://srv6.zcast.com.br/sbctv/sbctv/chunklist_w325526859.m3u8
ext,TV PONTA DO SEIXAS,https://livefocamundo.com:8081/tvpontadoseixascanal9/index.m3u8
ext,TV ND DO BRASIL,https://video01.kshost.com.br:4443/tv3685/tv3685/chunklist_w817106734.m3u8
ext,TV DAS ARTES,http://tv02.logicahost.com.br:1935/tvdasartes/tvdasartes/playlist.m3u8
ext,TVRP,https://5b7f3c45ab7c2.streamlock.net:443/8042/8042/playlist.m3u8?DVR
ext,TV IRACEMA,https://stmv1.srvstm.com/iracematv/iracematv/playlist.m3u8
ext,REDE TVC,https://srv1.zcast.com.br/tvc/tvc/playlist.m3u8
ext,NOSSA TV MOSSORO,https://cdn.jmvstream.com/w/AVJ-9733/playlist/playlist.m3u8
ext,SERTAO TV,http://wz4.dnip.com.br/sertaotv/sertaotv.sdp/playlist.m3u8
ext,TV STA CECILIA,https://5829cb6b64c3c.streamlock.net/2063/2063/playlist.m3u8
ext,CANAL 7,http://189.51.193.70:1935/canalsete/xpl-c7/playlist.m3u8
ext,TV CIDADE TIRADENTES,https://novo.bitstreaming.info:443/8284/8284/playlist-480p.m3u8
ext,TV INTERLAGOS,http://tv.tvalphanet.com.br:1935/tvinterlagos/tvinterlagos/playlist.m3u8
ext,TV GERAIS,https://video01.kshost.com.br:4443/humberto3322/humberto3322/playlist.m3u8
ext,TV OMINDARE,https://video01.kshost.com.br/lourdes52007/lourdes52007/chunklist.m3u8
ext,REDE ESTACAO 26,https://novo.bitstreaming.info/redeestacao26tv/redeestacao26tv/chunklist_w1483333240.m3u8
ext,TERE TV,https://5b7f3c45ab7c2.streamlock.net:443/8158/8158/playlist.m3u8?DVR
Lidertv.az,LIDER TV,http://189.51.193.70:1935/LiderTV/fluxo1/playlist.m3u8
ext,TV CENTRO SUL,https://novo.bitstreaming.info:443/tvcentrosultvstation/tvcentrosultvstation/playlist.m3u8
ext,AMERICAN HORROR CHANNEL,http://170.178.189.66:1935/live/Stream1/playlist.m3u8
ext,247 RETRO TV,http://dag.total-stream.net/dag1.m3u8?sid=ret&cid=dai&auth=&auth=c3RpbWU9MTU4MDU2NTczOSZ2YWxpZGl0eT01JmFnbj0wJmNvbmY9cDAwJnNpZ249MTdmZGI3MTEzY2U5NDFlMGQ5NDc0Njc2MmU3YjE3M2Y=
ext,TV VIDEONEWS,https://59f2354c05961.streamlock.net:1443/tvideonews/_definst_/tvideonews/playlist.m3u8
ext,REDE LIVE TV,dclive_1@692603/index_150_av-p.m3u8?sd=10&rebase=on">https://dcunilive38-lh.akamaihd.net/i/dclive_1@692603/index_150_av-p.m3u8?sd=10&rebase=on
ext,FALA LITORAL WEB TV,https://5c483b9d1019c.streamlock.net:443/falalitoraltv/falalitoraltv/playlist.m3u8
ext,LIVRE TV,https://serv2.videovox.pw/lindon5124/lindon5124/playlist.m3u8
ext,TV A CARA DA BAHIA,https://stmv1.painelvideo.top/jatoba/jatoba/playlist.m3u8
ext,TV CAMARA SALVADOR,https://596639ebdd89b.streamlock.net/8114/8114/chunklist_w287122639.m3u8
ext,TV ALBA,https://digilab.cds.ebtcvd.net/live-tvalba/stream/playlist.m3u8
ext,PRIMER TV,http://200.194.238.229:8383/live/primer/playlist.m3u8
ext,TV PORTAL MIDIA,https://video01.kshost.com.br/portalmidia/portalmidia/playlist.m3u8
ext,TV JAGUAR,https://cdn.jmvstream.com/w/LVW-8213/LVW8213_6Uc30uEIC7/playlist.m3u8
ext,TV INTERATIVA,http://srv2.zcast.com.br/tvinterativa/tvinterativa/playlist-480p.m3u8
ext,TVN BRASIL,http://wz3.dnip.com.br/tvnbrasil/tvnbrasil.sdp/playlist.m3u8
ext,TV BNO,https://59f2354c05961.streamlock.net:1443/bonner/_definst_/bonner/chunklist_w558740421.m3u8
ext,TV GUARUJA,https://59e4b6c1beddc.streamlock.net:443/8138/8138/playlist.m3u8
ext,TV GUARAPARI,http://video.welltecnologia.com.br:1935/tvguarapari/tvguarapari/playlist.m3u8
ext,TV MARES GUARAPARI,https://59f1cbe63db89.streamlock.net:1443/tvmaresguarapari/_definst_/tvmaresguarapari/playlist.m3u8
ext,TV SUL DE MINAS,https://5cf4a2c2512a2.streamlock.net/tvsuldeminas/tvsuldeminas/playlist.m3u8
ext,STUDIO TV,https://streamingtv.ddoti.com.br/hls/stream.m3u8
ext,TV URBANA,https://livefocamundo.com:8081/tvurbana/index.m3u8
ext,BAH TV,https://cdn.jmvstream.com/w/LVW-8203/ngrp:LVW8203_AH1TDAiC85_all/playlist.m3u8
ext,MUNDO TV,https://59f1cbe63db89.streamlock.net:1443/mundotv/_definst_/mundotv/playlist.m3u8
ext,TV CAMARA SP,https://cdn.jmvstream.com/w/LVW-8711/ngrp:LVW8711_tG0F3TEBDL_all/playlist.m3u8
ext,TV ZOOM,https://cdn.jmvstream.com/w/LVW-9730/LVW9730_LmUwslM8jt/playlist.m3u8
ext,TV MAIS MARICA,https://5cf4a2c2512a2.streamlock.net/tvmaismarica/tvmaismarica/playlist.m3u8
ext,CANAL RICOS,https://5d82644094cc0.streamlock.net/ricostv/ricostv/playlist.m3u8
ext,TV PADRE CICERO,https://59f1cbe63db89.streamlock.net:1443/tvpadrecicero/_definst_/tvpadrecicero/playlist.m3u8
ext,SAO RAIMUNDO TV,https://stmv1.voxtvhd.com.br/9030/9030/playlist.m3u8
ext,TV GRANDE NATAL,http://tvgrandenatalhd.duckdns.org:8080/hls/live.m3u8
ext,TV HORA 1,https://59f1cbe63db89.streamlock.net:1443/hotflix/_definst_/hotflix/playlist.m3u8
ext,TVC 16,https://stmv4.srvstm.com/tvc162/tvc162/playlist.m3u8
ext,TV CIDADE CANAL 9,https://59f1cbe63db89.streamlock.net:1443/tvcidade/_definst_/tvcidade/playlist.m3u8
ext,TV LIDER DO VALE,https://5d82644094cc0.streamlock.net/liderdovaletv/liderdovaletv/playlist.m3u8
ext,MAM NEWS WEB TV,https://stmv3.samcast.com.br/mamnews/mamnews/playlist.m3u8
ext,WEB TV CIDADE JANAUBA,https://StmV1.srvstm.com/cidade123/cidade123/playlist.m3u8
ext,WEB TV JP,https://stmv3.samcast.com.br/vinicius8694/vinicius8694/playlist.m3u8
ext,RESENDE WEB TV,https://5d82644094cc0.streamlock.net:443/resendetv/resendetv/playlist.m3u8
ext,CAMOCIM WEB TV,https://5c483b9d1019c.streamlock.net/8172/8172/chunklist_w341983832.m3u8
ext,VIVA WEB TV,https://video02.kshost.com.br/cypriano46326/cypriano46326/playlist.m3u8
ext,WEB TV MACEIO,https://5cf4a2c2512a2.streamlock.net/webtvmaceio/webtvmaceio/playlist-480p.m3u8
ext,WEB TV PARANA,https://59f1cbe63db89.streamlock.net:1443/tvwebparana/_definst_/tvwebparana/playlist.m3u8
ext,WEB TV URUARA,https://srv3.zcast.com.br/valeradiowebtv/valeradiowebtv/playlist.m3u8
ext,WEB TV FRONTEIRA,https://srv2.zcast.com.br/webtvfronteira/webtvfronteira/playlist.m3u8
ext,WEB TV ESCRIBA DO AMAPA,https://stmv1.livevoxtv.com.br/tvescriba/tvescriba/playlist.m3u8
ext,WEB TV CAICO,https://srv5.zcast.com.br/wladimyr7277/wladimyr7277/chunklist_w1930887590.m3u8
ext,SRTV PB,https://livefocamundo.com:8081/srtvpb/index.m3u8
ext,TV LITORAL,http://video02.kshost.com.br/angelo2472/angelo2472/playlist.m3u8
ext,REDE LITORAL NEWS,https://cdn.jmvstream.com/w/LVW-8414/LVW8414_tDit99EAtY/chunklist.m3u8
ext,TV CARAVELAS,https://59f1cbe63db89.streamlock.net:1443/tvcaravelas/_definst_/tvcaravelas/playlist.m3u8
ext,TV CINEC,https://59f1cbe63db89.streamlock.net:1443/tvcinec/_definst_/tvcinec/chunklist-480p.m3u8
ext,VALE TV PLAY,https://cdn-valetv.ciclano.io:1443/valetv/valetv/playlist.m3u8
ext,TENDA TV,https://stmv6.srvstm.com/9696/9696/playlist.m3u8
ext,TV TSPB,https://5cf4a2c2512a2.streamlock.net/8028/8028/chunklist.m3u8
ext,TV MASTER PB,https://virtues.es:1936/tvmaster/tvmaster/playlist.m3u8
ext,TV COGNOPOLIS,https://59f1cbe63db89.streamlock.net:1443/tvcognopolis/_definst_/tvcognopolis/chunklist_w1989881567.m3u8
ext,CANAL 25 JUNDIAI,http://stream01.msolutionbrasil.com.br/hls/canal25/live.m3u8
ext,TV ASSU,https://5eaa6849d0971.streamlock.net/8058/8058/playlist.m3u8
ext,TV PRECABURA,http://srv1.zcast.com.br/tvprecabura/tvprecabura/playlist-480p.m3u8
ext,TV CN AGITOS,http://serv2.videovox.pw/cnagitos/cnagitos/playlist.m3u8
ext,FLORIPA TV,https://content.jwplatform.com/manifests/t5SX9Xbb.m3u8
ext,CANAL 10 FOZ,http://wz3.dnip.com.br/fozmidia/fozmidia.sdp/playlist.m3u8

